C:\Users\Dell\Desktop\Data\IMG\center_2019_10_31_22_58_20_072.jpg, C:\Users\Dell\Desktop\Data\IMG\left_2019_10_31_22_58_20_072.jpg, C:\Users\Dell\Desktop\Data\IMG\right_2019_10_31_22_58_20_072.jpg, 0, 0, 0, 7.769342E-05
C:\Users\Dell\Desktop\Data\IMG\center_2019_10_31_22_58_20_179.jpg, C:\Users\Dell\Desktop\Data\IMG\left_2019_10_31_22_58_20_179.jpg, C:\Users\Dell\Desktop\Data\IMG\right_2019_10_31_22_58_20_179.jpg, 0, 0, 0, 7.814095E-05
C:\Users\Dell\Desktop\Data\IMG\center_2019_10_31_22_58_20_283.jpg, C:\Users\Dell\Desktop\Data\IMG\left_2019_10_31_22_58_20_283.jpg, C:\Users\Dell\Desktop\Data\IMG\right_2019_10_31_22_58_20_283.jpg, 0, 0, 0, 7.842988E-05
C:\Users\Dell\Desktop\Data\IMG\center_2019_10_31_22_58_20_390.jpg, C:\Users\Dell\Desktop\Data\IMG\left_2019_10_31_22_58_20_390.jpg, C:\Users\Dell\Desktop\Data\IMG\right_2019_10_31_22_58_20_390.jpg, 0, 0, 0, 7.781071E-05
C:\Users\Dell\Desktop\Data\IMG\center_2019_10_31_22_58_20_495.jpg, C:\Users\Dell\Desktop\Data\IMG\left_2019_10_31_22_58_20_495.jpg, C:\Users\Dell\Desktop\Data\IMG\right_2019_10_31_22_58_20_495.jpg, 0, 0, 0, 7.800049E-05
C:\Users\Dell\Desktop\Data\IMG\center_2019_10_31_22_58_20_601.jpg, C:\Users\Dell\Desktop\Data\IMG\left_2019_10_31_22_58_20_601.jpg, C:\Users\Dell\Desktop\Data\IMG\right_2019_10_31_22_58_20_601.jpg, 0, 0, 0, 7.878357E-05
C:\Users\Dell\Desktop\Data\IMG\center_2019_10_31_22_58_20_709.jpg, C:\Users\Dell\Desktop\Data\IMG\left_2019_10_31_22_58_20_709.jpg, C:\Users\Dell\Desktop\Data\IMG\right_2019_10_31_22_58_20_709.jpg, 0, 0, 0, 8.119309E-05
C:\Users\Dell\Desktop\Data\IMG\center_2019_10_31_22_58_20_810.jpg, C:\Users\Dell\Desktop\Data\IMG\left_2019_10_31_22_58_20_810.jpg, C:\Users\Dell\Desktop\Data\IMG\right_2019_10_31_22_58_20_810.jpg, 0, 0, 0, 7.785211E-05
C:\Users\Dell\Desktop\Data\IMG\center_2019_10_31_22_58_20_919.jpg, C:\Users\Dell\Desktop\Data\IMG\left_2019_10_31_22_58_20_919.jpg, C:\Users\Dell\Desktop\Data\IMG\right_2019_10_31_22_58_20_919.jpg, 0, 0, 0, 7.864375E-05
C:\Users\Dell\Desktop\Data\IMG\center_2019_10_31_22_58_21_027.jpg, C:\Users\Dell\Desktop\Data\IMG\left_2019_10_31_22_58_21_027.jpg, C:\Users\Dell\Desktop\Data\IMG\right_2019_10_31_22_58_21_027.jpg, 0, 0, 0, 7.84828E-05
C:\Users\Dell\Desktop\Data\IMG\center_2019_10_31_22_58_21_134.jpg, C:\Users\Dell\Desktop\Data\IMG\left_2019_10_31_22_58_21_134.jpg, C:\Users\Dell\Desktop\Data\IMG\right_2019_10_31_22_58_21_134.jpg, 0, 0, 0, 7.878833E-05
C:\Users\Dell\Desktop\Data\IMG\center_2019_10_31_22_58_21_236.jpg, C:\Users\Dell\Desktop\Data\IMG\left_2019_10_31_22_58_21_236.jpg, C:\Users\Dell\Desktop\Data\IMG\right_2019_10_31_22_58_21_236.jpg, 0, 0, 0, 7.784689E-05
C:\Users\Dell\Desktop\Data\IMG\center_2019_10_31_22_58_21_338.jpg, C:\Users\Dell\Desktop\Data\IMG\left_2019_10_31_22_58_21_338.jpg, C:\Users\Dell\Desktop\Data\IMG\right_2019_10_31_22_58_21_338.jpg, 0, 0, 0, 7.772154E-05
C:\Users\Dell\Desktop\Data\IMG\center_2019_10_31_22_58_21_449.jpg, C:\Users\Dell\Desktop\Data\IMG\left_2019_10_31_22_58_21_449.jpg, C:\Users\Dell\Desktop\Data\IMG\right_2019_10_31_22_58_21_449.jpg, 0, 0, 0, 7.880374E-05
C:\Users\Dell\Desktop\Data\IMG\center_2019_10_31_22_58_21_557.jpg, C:\Users\Dell\Desktop\Data\IMG\left_2019_10_31_22_58_21_557.jpg, C:\Users\Dell\Desktop\Data\IMG\right_2019_10_31_22_58_21_557.jpg, 0, 0, 0, 7.796723E-05
C:\Users\Dell\Desktop\Data\IMG\center_2019_10_31_22_58_21_667.jpg, C:\Users\Dell\Desktop\Data\IMG\left_2019_10_31_22_58_21_667.jpg, C:\Users\Dell\Desktop\Data\IMG\right_2019_10_31_22_58_21_667.jpg, 0, 0, 0, 7.964427E-05
C:\Users\Dell\Desktop\Data\IMG\center_2019_10_31_22_58_21_772.jpg, C:\Users\Dell\Desktop\Data\IMG\left_2019_10_31_22_58_21_772.jpg, C:\Users\Dell\Desktop\Data\IMG\right_2019_10_31_22_58_21_772.jpg, 0, 0, 0, 8.154591E-05
C:\Users\Dell\Desktop\Data\IMG\center_2019_10_31_22_58_21_881.jpg, C:\Users\Dell\Desktop\Data\IMG\left_2019_10_31_22_58_21_881.jpg, C:\Users\Dell\Desktop\Data\IMG\right_2019_10_31_22_58_21_881.jpg, 0, 0, 0, 7.992886E-05
C:\Users\Dell\Desktop\Data\IMG\center_2019_10_31_22_58_21_987.jpg, C:\Users\Dell\Desktop\Data\IMG\left_2019_10_31_22_58_21_987.jpg, C:\Users\Dell\Desktop\Data\IMG\right_2019_10_31_22_58_21_987.jpg, 0, 0, 0, 7.948669E-05
C:\Users\Dell\Desktop\Data\IMG\center_2019_10_31_22_58_22_090.jpg, C:\Users\Dell\Desktop\Data\IMG\left_2019_10_31_22_58_22_090.jpg, C:\Users\Dell\Desktop\Data\IMG\right_2019_10_31_22_58_22_090.jpg, 0, 0, 0, 7.940031E-05
C:\Users\Dell\Desktop\Data\IMG\center_2019_10_31_22_58_22_191.jpg, C:\Users\Dell\Desktop\Data\IMG\left_2019_10_31_22_58_22_191.jpg, C:\Users\Dell\Desktop\Data\IMG\right_2019_10_31_22_58_22_191.jpg, 0, 0, 0, 7.822944E-05
C:\Users\Dell\Desktop\Data\IMG\center_2019_10_31_22_58_22_297.jpg, C:\Users\Dell\Desktop\Data\IMG\left_2019_10_31_22_58_22_297.jpg, C:\Users\Dell\Desktop\Data\IMG\right_2019_10_31_22_58_22_297.jpg, 0, 0, 0, 7.889394E-05
C:\Users\Dell\Desktop\Data\IMG\center_2019_10_31_22_58_22_402.jpg, C:\Users\Dell\Desktop\Data\IMG\left_2019_10_31_22_58_22_402.jpg, C:\Users\Dell\Desktop\Data\IMG\right_2019_10_31_22_58_22_402.jpg, 0, 0, 0, 7.9324E-05
C:\Users\Dell\Desktop\Data\IMG\center_2019_10_31_22_58_22_503.jpg, C:\Users\Dell\Desktop\Data\IMG\left_2019_10_31_22_58_22_503.jpg, C:\Users\Dell\Desktop\Data\IMG\right_2019_10_31_22_58_22_503.jpg, 0, 0, 0, 8.142246E-05
C:\Users\Dell\Desktop\Data\IMG\center_2019_10_31_22_58_22_605.jpg, C:\Users\Dell\Desktop\Data\IMG\left_2019_10_31_22_58_22_605.jpg, C:\Users\Dell\Desktop\Data\IMG\right_2019_10_31_22_58_22_605.jpg, 0, 0, 0, 7.805755E-05
C:\Users\Dell\Desktop\Data\IMG\center_2019_10_31_22_58_22_704.jpg, C:\Users\Dell\Desktop\Data\IMG\left_2019_10_31_22_58_22_704.jpg, C:\Users\Dell\Desktop\Data\IMG\right_2019_10_31_22_58_22_704.jpg, 0, 0, 0, 7.827154E-05
C:\Users\Dell\Desktop\Data\IMG\center_2019_10_31_22_58_22_814.jpg, C:\Users\Dell\Desktop\Data\IMG\left_2019_10_31_22_58_22_814.jpg, C:\Users\Dell\Desktop\Data\IMG\right_2019_10_31_22_58_22_814.jpg, 0, 0, 0, 7.90515E-05
C:\Users\Dell\Desktop\Data\IMG\center_2019_10_31_22_58_22_918.jpg, C:\Users\Dell\Desktop\Data\IMG\left_2019_10_31_22_58_22_918.jpg, C:\Users\Dell\Desktop\Data\IMG\right_2019_10_31_22_58_22_918.jpg, 0, 0, 0, 7.845368E-05
C:\Users\Dell\Desktop\Data\IMG\center_2019_10_31_22_58_23_018.jpg, C:\Users\Dell\Desktop\Data\IMG\left_2019_10_31_22_58_23_018.jpg, C:\Users\Dell\Desktop\Data\IMG\right_2019_10_31_22_58_23_018.jpg, 0, 0, 0, 7.835619E-05
